congress,chamber,bioguide,last_name,state,district,party,votes,agree_pct,predicted_agree,net_trump_vote
0,house,A000055,Aderholt,AL,4,Republican,107,0.9719626168224299,0.95001101,63
115,house,A000055,Aderholt,AL,4,R,95,0.968421052631579,0.94634916,63
116,house,A000055,Aderholt,AL,4,R,12,1,0.97900065,63
0,house,A000367,Amash,MI,3,Republican,108,0.5925925925925926,0.81467517,9.4
115,house,A000367,Amash,MI,3,R,96,0.5416666666666666,0.84738551,9.4
116,house,A000367,Amash,MI,3,R,12,1,0.55299241,9.4
0,house,A000369,Amodei,NV,2,Republican,106,0.9905660377358491,0.85439666,12.3
115,house,A000369,Amodei,NV,2,R,94,0.9893617021276596,0.87652676,12.3
116,house,A000369,Amodei,NV,2,R,12,1,0.68104418,12.3
0,house,A000370,Adams,NC,12,Democrat,104,0.15384615384615385,0.18028015,-40
115,house,A000370,Adams,NC,12,D,92,0.17391304347826086,0.20378724,-40
116,house,A000370,Adams,NC,12,D,12,0,5.918e-5,-40
0,house,A000371,Aguilar,CA,31,Democrat,106,0.24528301886792453,0.27867336,-21.1
115,house,A000371,Aguilar,CA,31,D,94,0.2765957446808511,0.31386763,-21.1
116,house,A000371,Aguilar,CA,31,D,12,0,0.0029849,-21.1
0,house,A000372,Allen,GA,12,Republican,107,0.9719626168224299,0.89481727,16.2
115,house,A000372,Allen,GA,12,R,95,0.968421052631579,0.90578921,16.2
116,house,A000372,Allen,GA,12,R,12,1,0.80795614,16.2
0,house,A000374,Abraham,LA,5,Republican,104,0.9326923076923077,0.94295461,29.4
115,house,A000374,Abraham,LA,5,R,96,0.9270833333333334,0.9458395,29.4
116,house,A000374,Abraham,LA,5,R,8,1,0.90833594,29.4
0,house,A000375,Arrington,TX,19,Republican,107,0.9626168224299065,0.9510927,49
115,house,A000375,Arrington,TX,19,R,95,0.968421052631579,0.94961009,49
116,house,A000375,Arrington,TX,19,R,12,0.9166666666666666,0.96282996,49
0,house,A000376,Allred,TX,32,Democrat,12,0,0.11278988,-1.9
116,house,A000376,Allred,TX,32,D,12,0,0.11278988,-1.9
0,house,A000377,Armstrong,ND,0,Republican,12,0.9166666666666666,0.94503213,35.72888837
116,house,A000377,Armstrong,ND,0,R,12,0.9166666666666666,0.94503213,35.72888837
0,house,A000378,Axne,IA,3,Democrat,12,0,0.27845049,3.5
116,house,A000378,Axne,IA,3,D,12,0,0.27845049,3.5
0,house,B000213,Barton,TX,6,Republican,92,0.9239130434782609,0.87643124,12.3
115,house,B000213,Barton,TX,6,R,92,0.9239130434782609,0.87643124,12.3
0,house,B000287,Becerra,CA,34,Democrat,1,0,1.4e-7,-72.9
115,house,B000287,Becerra,CA,34,D,1,0,1.4e-7,-72.9
0,house,B000490,Bishop,GA,2,Democrat,105,0.4,0.40182248,-11.7
115,house,B000490,Bishop,GA,2,D,93,0.45161290322580644,0.45128279,-11.7
116,house,B000490,Bishop,GA,2,D,12,0,0.01850514,-11.7
0,house,B000574,Blumenauer,OR,3,Democrat,102,0.1568627450980392,0.1708456,-48.2
115,house,B000574,Blumenauer,OR,3,D,91,0.17582417582417584,0.19149721,-48.2
116,house,B000574,Blumenauer,OR,3,D,11,0,4.7e-7,-48.2
0,house,B000755,Brady,TX,8,Republican,108,0.9907407407407407,0.95154522,48.8
115,house,B000755,Brady,TX,8,R,96,0.9895833333333334,0.95016617,48.8
116,house,B000755,Brady,TX,8,R,12,1,0.96257763,48.8
0,house,B001227,Brady,PA,1,Democrat,93,0.17204301075268819,0.16459382,-61.3
115,house,B001227,Brady,PA,1,D,93,0.17204301075268819,0.16459382,-61.3
115,house,B001243,Blackburn,TN,7,R,87,0.9195402298850575,0.94563949,39.3
0,house,B001248,Burgess,TX,26,Republican,106,0.9528301886792453,0.93921846,26.5
115,house,B001248,Burgess,TX,26,R,94,0.9574468085106383,0.94107564,26.5
116,house,B001248,Burgess,TX,26,R,12,0.9166666666666666,0.92467054,26.5
0,house,B001250,Bishop,UT,1,Republican,105,0.9523809523809523,0.94045791,27.3
115,house,B001250,Bishop,UT,1,R,93,0.956989247311828,0.94214025,27.3
116,house,B001250,Bishop,UT,1,R,12,0.9166666666666666,0.92741977,27.3
0,house,B001251,Butterfield,NC,1,Democrat,106,0.18867924528301888,0.19128488,-37
115,house,B001251,Butterfield,NC,1,D,94,0.2127659574468085,0.21569132,-37
116,house,B001251,Butterfield,NC,1,D,12,0,1.0105e-4,-37
0,house,B001257,Bilirakis,FL,12,Republican,107,0.9719626168224299,0.91462323,18.6
115,house,B001257,Bilirakis,FL,12,R,95,0.9789473684210527,0.92184181,18.6
116,house,B001257,Bilirakis,FL,12,R,12,0.9166666666666666,0.85747608,18.6
0,house,B001260,Buchanan,FL,16,Republican,102,0.9607843137254902,0.83155857,10.7
115,house,B001260,Buchanan,FL,16,R,90,0.9666666666666667,0.86069026,10.7
116,house,B001260,Buchanan,FL,16,R,12,0.9166666666666666,0.61307095,10.7
0,house,B001269,Barletta,PA,11,Republican,92,0.9782608695652174,0.93672465,23.8
115,house,B001269,Barletta,PA,11,R,92,0.9782608695652174,0.93672465,23.8
0,house,B001270,Bass,CA,37,Democrat,99,0.1111111111111111,0.123804,-76.1
115,house,B001270,Bass,CA,37,D,87,0.12643678160919541,0.14088039,-76.1
116,house,B001270,Bass,CA,37,D,12,0,1.6e-7,-76.1
0,house,B001273,Black,TN,6,Republican,78,0.9358974358974359,0.95902609,48.9
115,house,B001273,Black,TN,6,R,78,0.9358974358974359,0.95902609,48.9
0,house,B001274,Brooks,AL,5,Republican,104,0.8557692307692307,0.94653934,33.4
115,house,B001274,Brooks,AL,5,R,92,0.8369565217391305,0.94722233,33.4
116,house,B001274,Brooks,AL,5,R,12,1,0.94130305,33.4
0,house,B001275,Bucshon,IN,8,Republican,105,0.9809523809523809,0.94677827,33.7
115,house,B001275,Bucshon,IN,8,R,96,0.9895833333333334,0.94905825,33.7
116,house,B001275,Bucshon,IN,8,R,9,0.8888888888888888,0.92245846,33.7
0,house,B001278,Bonamici,OR,1,Democrat,107,0.17757009345794392,0.26171806,-22.8
115,house,B001278,Bonamici,OR,1,D,95,0.2,0.29451476,-22.8
116,house,B001278,Bonamici,OR,1,D,12,0,0.00207756,-22.8
0,house,B001281,Beatty,OH,3,Democrat,104,0.17307692307692307,0.18230163,-38.4
115,house,B001281,Beatty,OH,3,D,92,0.1956521739130435,0.2060699,-38.4
116,house,B001281,Beatty,OH,3,D,12,0,7.826e-5,-38.4
0,house,B001282,Barr,KY,6,Republican,108,0.9629629629629629,0.88804701,15.3
115,house,B001282,Barr,KY,6,R,96,0.96875,0.90105912,15.3
116,house,B001282,Barr,KY,6,R,12,0.9166666666666666,0.78395019,15.3
0,house,B001283,Bridenstine,OK,1,Republican,52,0.9423076923076923,0.95711151,28.7
115,house,B001283,Bridenstine,OK,1,R,52,0.9423076923076923,0.95711151,28.7
0,house,B001284,Brooks,IN,5,Republican,108,0.9814814814814815,0.84934722,11.8
115,house,B001284,Brooks,IN,5,R,96,0.9895833333333334,0.87293384,11.8
116,house,B001284,Brooks,IN,5,R,12,0.9166666666666666,0.66065425,11.8
0,house,B001285,Brownley,CA,26,Democrat,104,0.28846153846153844,0.2659839,-21.9
115,house,B001285,Brownley,CA,26,D,92,0.32608695652173914,0.30034879,-21.9
116,house,B001285,Brownley,CA,26,D,12,0,0.00251981,-21.9
0,house,B001286,Bustos,IL,17,Democrat,107,0.32710280373831774,0.64622562,0.7
115,house,B001286,Bustos,IL,17,D,95,0.3684210526315789,0.70528738,0.7
116,house,B001286,Bustos,IL,17,D,12,0,0.17865333,0.7
0,house,B001287,Bera,CA,7,Democrat,108,0.3425925925925926,0.40831555,-11.4
115,house,B001287,Bera,CA,7,D,96,0.3854166666666667,0.45691205,-11.4
116,house,B001287,Bera,CA,7,D,12,0,0.01954348,-11.4
0,house,B001289,Byrne,AL,1,Republican,108,0.9629629629629629,0.94444388,29.4
115,house,B001289,Byrne,AL,1,R,96,0.9583333333333334,0.9458395,29.4
116,house,B001289,Byrne,AL,1,R,12,1,0.93327895,29.4
0,house,B001290,Brat,VA,7,Republican,95,0.8842105263157894,0.80768775,6.5
115,house,B001290,Brat,VA,7,R,95,0.8842105263157894,0.80768775,6.5
0,house,B001291,Babin,TX,36,Republican,106,0.9528301886792453,0.95266648,46.8
115,house,B001291,Babin,TX,36,R,94,0.9468085106382979,0.95172585,46.8
116,house,B001291,Babin,TX,36,R,12,1,0.96003473,46.8
0,house,B001292,Beyer,VA,8,Democrat,103,0.17475728155339806,0.14941399,-52.6
115,house,B001292,Beyer,VA,8,D,91,0.1978021978021978,0.16911584,-52.6
116,house,B001292,Beyer,VA,8,D,12,0,8.31e-6,-52.6
0,house,B001293,Bishop,MI,8,Republican,95,0.9789473684210527,0.81057761,6.7
115,house,B001293,Bishop,MI,8,R,95,0.9789473684210527,0.81057761,6.7
0,house,B001294,Blum,IA,1,Republican,93,0.9247311827956989,0.76057766,3.5
115,house,B001294,Blum,IA,1,R,93,0.9247311827956989,0.76057766,3.5
0,house,B001295,Bost,IL,12,Republican,107,0.9813084112149533,0.88291722,14.8
115,house,B001295,Bost,IL,12,R,95,0.9894736842105263,0.89727638,14.8
116,house,B001295,Bost,IL,12,R,12,0.9166666666666666,0.76924053,14.8
0,house,B001296,Boyle,PA,2,Democrat,106,0.1792452830188679,0.20274984,-48
115,house,B001296,Boyle,PA,13,D,94,0.20212765957446807,0.22863067,-33.6
116,house,B001296,Boyle,PA,2,D,12,0,1.67e-5,-48
0,house,B001297,Buck,CO,4,Republican,105,0.8571428571428571,0.93173484,23.1
115,house,B001297,Buck,CO,4,R,94,0.851063829787234,0.93541675,23.1
116,house,B001297,Buck,CO,4,R,11,0.9090909090909091,0.90027124,23.1
0,house,B001298,Bacon,NE,2,Republican,108,0.9722222222222222,0.68040495,2.2
115,house,B001298,Bacon,NE,2,R,96,0.9791666666666666,0.73689927,2.2
116,house,B001298,Bacon,NE,2,R,12,0.9166666666666666,0.22845041,2.2
0,house,B001299,Banks,IN,3,Republican,108,0.9444444444444444,0.94899699,35
115,house,B001299,Banks,IN,3,R,96,0.9479166666666666,0.94963284,35
116,house,B001299,Banks,IN,3,R,12,0.9166666666666666,0.94391015,35
0,house,B001300,Barragán,CA,44,Democrat,106,0.1509433962264151,0.13410888,-70.7
115,house,B001300,Barragán,CA,44,D,94,0.1702127659574468,0.15122911,-70.7
116,house,B001300,Barragán,CA,44,D,12,0,4.3e-7,-70.7
0,house,B001301,Bergman,MI,1,Republican,107,0.9626168224299065,0.92512243,21.3
115,house,B001301,Bergman,MI,1,R,95,0.968421052631579,0.92923049,21.3
116,house,B001301,Bergman,MI,1,R,12,0.9166666666666666,0.89260027,21.3
0,house,B001302,Biggs,AZ,5,Republican,108,0.7592592592592593,0.92488603,21.1
115,house,B001302,Biggs,AZ,5,R,96,0.7291666666666666,0.92917335,21.1
116,house,B001302,Biggs,AZ,5,R,12,1,0.89058742,21.1
0,house,B001303,Blunt Rochester,DE,0,Democrat,104,0.2403846153846154,0.39962641,-11.43051247
115,house,B001303,Blunt Rochester,DE,0,D,92,0.2717391304347826,0.44921655,-11.43051247
116,house,B001303,Blunt Rochester,DE,0,D,12,0,0.01943531,-11.43051247
0,house,B001304,Brown,MD,4,Democrat,104,0.17307692307692307,0.14135862,-57.5
115,house,B001304,Brown,MD,4,D,92,0.1956521739130435,0.15979619,-57.5
116,house,B001304,Brown,MD,4,D,12,0,3.89e-6,-57.5
0,house,B001305,Budd,NC,13,Republican,106,0.8962264150943396,0.82402722,9.4
115,house,B001305,Budd,NC,13,R,95,0.8947368421052632,0.85624197,9.4
116,house,B001305,Budd,NC,13,R,11,0.9090909090909091,0.54580889,9.4
0,house,B001306,Balderson,OH,12,Republican,18,0.9444444444444444,0.7303847,11.3
115,house,B001306,Balderson,OH,12,R,6,1,0.91223178,11.3
116,house,B001306,Balderson,OH,12,R,12,0.9166666666666666,0.63946115,11.3
0,house,B001307,Baird,IN,4,Republican,12,0.9166666666666666,0.94247137,34.1
116,house,B001307,Baird,IN,4,R,12,0.9166666666666666,0.94247137,34.1
0,house,B001308,Brindisi,NY,22,Democrat,12,0,0.78955759,15.5
116,house,B001308,Brindisi,NY,22,D,12,0,0.78955759,15.5
0,house,B001309,Burchett,TN,2,Republican,12,0.9166666666666666,0.94453018,35.4
116,house,B001309,Burchett,TN,2,R,12,0.9166666666666666,0.94453018,35.4
0,house,C000059,Calvert,CA,42,Republican,108,0.9814814814814815,0.8519414,12
115,house,C000059,Calvert,CA,42,R,96,0.9895833333333334,0.87482029,12
116,house,C000059,Calvert,CA,42,R,12,0.9166666666666666,0.66891024,12
0,house,C000266,Chabot,OH,1,Republican,108,0.9444444444444444,0.76679677,6.6
115,house,C000266,Chabot,OH,1,R,96,0.9479166666666666,0.81042926,6.6
116,house,C000266,Chabot,OH,1,R,12,0.9166666666666666,0.41773681,6.6
0,house,C000537,Clyburn,SC,6,Democrat,100,0.17,0.192858,-36.5
115,house,C000537,Clyburn,SC,6,D,88,0.19318181818181818,0.21914168,-36.5
116,house,C000537,Clyburn,SC,6,D,12,0,1.1101e-4,-36.5
0,house,C000714,Conyers,MI,13,Democrat,53,0.1320754716981132,0.13287585,-60.7
115,house,C000714,Conyers,MI,13,D,53,0.1320754716981132,0.13287585,-60.7
0,house,C000754,Cooper,TN,5,Democrat,107,0.34579439252336447,0.30451655,-18.4
115,house,C000754,Cooper,TN,5,D,95,0.3894736842105263,0.34232517,-18.4
116,house,C000754,Cooper,TN,5,D,12,0,0.0051983,-18.4
0,house,C000984,Cummings,MD,7,Democrat,81,0.13580246913580246,0.13561592,-55.6
115,house,C000984,Cummings,MD,7,D,69,0.15942028985507245,0.15920039,-55.6
116,house,C000984,Cummings,MD,7,D,12,0,5.24e-6,-55.6
0,house,C001037,Capuano,MA,7,Democrat,91,0.15384615384615385,0.14345325,-72.2
115,house,C001037,Capuano,MA,7,D,91,0.15384615384615385,0.14345325,-72.2
0,house,C001038,Crowley,NY,14,Democrat,88,0.17045454545454544,0.15617876,-57.9
115,house,C001038,Crowley,NY,14,D,88,0.17045454545454544,0.15617876,-57.9
0,house,C001048,Culberson,TX,7,Republican,95,0.9789473684210527,0.66478893,-1.4
115,house,C001048,Culberson,TX,7,R,95,0.9789473684210527,0.66478893,-1.4
0,house,C001049,Clay,MO,1,Democrat,106,0.14150943396226415,0.14870898,-58.2
115,house,C001049,Clay,MO,1,D,94,0.1595744680851064,0.16769266,-58.2
116,house,C001049,Clay,MO,1,D,12,0,3.48e-6,-58.2
0,house,C001051,Carter,TX,31,Republican,102,0.9607843137254902,0.86450516,12.7
115,house,C001051,Carter,TX,31,R,94,0.9680851063829787,0.88017032,12.7
116,house,C001051,Carter,TX,31,R,8,0.875,0.68043951,12.7
0,house,C001053,Cole,OK,4,Republican,106,0.9905660377358491,0.94913981,37.4
115,house,C001053,Cole,OK,4,R,94,0.9893617021276596,0.94935012,37.4
116,house,C001053,Cole,OK,4,R,12,1,0.94749234,37.4
0,house,C001055,Case,HI,1,Democrat,12,0,2.4242e-4,-32.6
116,house,C001055,Case,HI,1,D,12,0,2.4242e-4,-32.6
0,house,C001059,Costa,CA,16,Democrat,101,0.4158415841584158,0.26210007,-21.6
115,house,C001059,Costa,CA,16,D,89,0.47191011235955055,0.29707729,-21.6
116,house,C001059,Costa,CA,16,D,12,0,0.00268572,-21.6
0,house,C001061,Cleaver,MO,5,Democrat,102,0.16666666666666666,0.37342288,-13.5
115,house,C001061,Cleaver,MO,5,D,90,0.18888888888888888,0.42143829,-13.5
116,house,C001061,Cleaver,MO,5,D,12,0,0.0133073,-13.5
0,house,C001062,Conaway,TX,11,Republican,108,0.9814814814814815,0.95095452,58.7
115,house,C001062,Conaway,TX,11,R,96,0.9895833333333334,0.94801977,58.7
116,house,C001062,Conaway,TX,11,R,12,0.9166666666666666,0.97443255,58.7
0,house,C001063,Cuellar,TX,28,Democrat,108,0.6111111111111112,0.29263516,-19.8
115,house,C001063,Cuellar,TX,28,D,96,0.6875,0.32872556000000003,-19.8
116,house,C001063,Cuellar,TX,28,D,12,0,0.00391202,-19.8
0,house,C001066,Castor,FL,14,Democrat,106,0.19811320754716982,0.30911517,-18.2
115,house,C001066,Castor,FL,14,D,94,0.22340425531914893,0.34788598,-18.2
116,house,C001066,Castor,FL,14,D,12,0,0.00541046,-18.2
0,house,C001067,Clarke,NY,9,Democrat,107,0.09345794392523364,0.13446837,-69.1
115,house,C001067,Clarke,NY,9,D,95,0.10526315789473684,0.15145378,-69.1
116,house,C001067,Clarke,NY,9,D,12,0,5.7e-7,-69.1
0,house,C001068,Cohen,TN,9,Democrat,107,0.1588785046728972,0.147941,-57.7
115,house,C001068,Cohen,TN,9,D,95,0.17894736842105263,0.16662781,-57.7
116,house,C001068,Cohen,TN,9,D,12,0,3.77e-6,-57.7
0,house,C001069,Courtney,CT,2,Democrat,106,0.2358490566037736,0.56919017,-2.9
115,house,C001069,Courtney,CT,2,D,94,0.26595744680851063,0.62987701,-2.9
116,house,C001069,Courtney,CT,2,D,12,0,0.09380989,-2.9
0,house,C001072,Carson,IN,7,Democrat,101,0.15841584158415842,0.2614143,-22.8
115,house,C001072,Carson,IN,7,D,89,0.1797752808988764,0.29638105,-22.8
116,house,C001072,Carson,IN,7,D,12,0,0.00207756,-22.8
0,house,C001076,Chaffetz,UT,3,Republican,31,1,0.98637674,23.9
115,house,C001076,Chaffetz,UT,3,R,31,1,0.98637674,23.9
0,house,C001077,Coffman,CO,6,Republican,96,0.9479166666666666,0.50597163,-8.9
115,house,C001077,Coffman,CO,6,R,96,0.9479166666666666,0.50597163,-8.9
0,house,C001078,Connolly,VA,11,Democrat,107,0.2336448598130841,0.18258706,-39.4
115,house,C001078,Connolly,VA,11,D,95,0.2631578947368421,0.2056424,-39.4
116,house,C001078,Connolly,VA,11,D,12,0,6.562e-5,-39.4
0,house,C001080,Chu,CA,27,Democrat,106,0.1320754716981132,0.18945866,-37.6
115,house,C001080,Chu,CA,27,D,95,0.14736842105263157,0.21138455,-37.6
116,house,C001080,Chu,CA,27,D,11,0,9.867e-5,-37.6
0,house,C001084,Cicilline,RI,1,Democrat,106,0.18867924528301888,0.24330065,-25.6
115,house,C001084,Cicilline,RI,1,D,95,0.21052631578947367,0.27136301,-25.6
116,house,C001084,Cicilline,RI,1,D,11,0,9.439e-4,-25.6
0,house,C001087,Crawford,AR,1,Republican,107,0.9719626168224299,0.94848723,34.8
115,house,C001087,Crawford,AR,1,R,95,0.9789473684210527,0.94910508,34.8
116,house,C001087,Crawford,AR,1,R,12,0.9166666666666666,0.94359591,34.8
0,house,C001090,Cartwright,PA,8,Democrat,104,0.27884615384615385,0.82801503,9.6
115,house,C001090,Cartwright,PA,17,D,95,0.30526315789473685,0.85512427,10.1
116,house,C001090,Cartwright,PA,8,D,9,0,0.54186196,9.6
0,house,C001091,Castro,TX,20,Democrat,106,0.16981132075471697,0.22535783,-26.7
115,house,C001091,Castro,TX,20,D,94,0.19148936170212766,0.25401441,-26.7
116,house,C001091,Castro,TX,20,D,12,0,8.8126e-4,-26.7
0,house,C001092,Collins,NY,27,Republican,106,0.9905660377358491,0.9348021,24.5
115,house,C001092,Collins,NY,27,R,94,0.9893617021276596,0.93721435,24.5
116,house,C001092,Collins,NY,27,R,12,1,0.91590615,24.5
0,house,C001093,Collins,GA,9,Republican,105,0.9714285714285714,0.95112022,58.5
115,house,C001093,Collins,GA,9,R,93,0.978494623655914,0.94814092,58.5
116,house,C001093,Collins,GA,9,R,12,0.9166666666666666,0.97420978,58.5
0,house,C001094,Cook,CA,8,Republican,108,0.9722222222222222,0.8862107,15.1
115,house,C001094,Cook,CA,8,R,96,0.9791666666666666,0.89971389,15.1
116,house,C001094,Cook,CA,8,R,12,0.9166666666666666,0.77818511,15.1
115,house,C001096,Cramer,ND,0,R,91,0.989010989010989,0.95118014,35.72888837
0,house,C001097,Cárdenas,CA,29,Democrat,104,0.16346153846153846,0.14645398,-60.9
115,house,C001097,Cárdenas,CA,29,D,92,0.18478260869565216,0.16555638,-60.9
116,house,C001097,Cárdenas,CA,29,D,12,0,2.26e-6,-60.9
0,house,C001101,Clark,MA,5,Democrat,102,0.14705882352941177,0.18073338,-43.6
115,house,C001101,Clark,MA,5,D,90,0.16666666666666666,0.20482679,-43.6
116,house,C001101,Clark,MA,5,D,12,0,3.285e-5,-43.6
0,house,C001103,Carter,GA,1,Republican,102,0.9705882352941176,0.88679338,15.5
115,house,C001103,Carter,GA,1,R,90,0.9666666666666667,0.89975815,15.5
116,house,C001103,Carter,GA,1,R,12,1,0.78955759,15.5
0,house,C001105,Comstock,VA,10,Republican,93,0.978494623655914,0.47725594,-10
115,house,C001105,Comstock,VA,10,R,93,0.978494623655914,0.47725594,-10
0,house,C001106,Costello,PA,6,Republican,92,0.9565217391304348,0.69185928,-0.6
115,house,C001106,Costello,PA,6,R,92,0.9565217391304348,0.69185928,-0.6
0,house,C001107,Curbelo,FL,26,Republican,91,0.8241758241758241,0.37158865,-16.3
115,house,C001107,Curbelo,FL,26,R,91,0.8241758241758241,0.37158865,-16.3
0,house,C001108,Comer,KY,1,Republican,108,0.9351851851851852,0.95154607,48.5
115,house,C001108,Comer,KY,1,R,96,0.9270833333333334,0.95021452,48.5
116,house,C001108,Comer,KY,1,R,12,1,0.96219845,48.5
0,house,C001109,Cheney,WY,0,Republican,108,0.9537037037037037,0.95150672,46.29527573
115,house,C001109,Cheney,WY,0,R,96,0.9583333333333334,0.9505216,46.29527573
116,house,C001109,Cheney,WY,0,R,12,0.9166666666666666,0.95938768,46.29527573
0,house,C001110,Correa,CA,46,Democrat,108,0.3333333333333333,0.18506816,-38.4
115,house,C001110,Correa,CA,46,D,96,0.375,0.2081919,-38.4
116,house,C001110,Correa,CA,46,D,12,0,7.826e-5,-38.4
0,house,C001111,Crist,FL,13,Democrat,105,0.37142857142857144,0.56506515,-3.2
115,house,C001111,Crist,FL,13,D,93,0.41935483870967744,0.62652837,-3.2
116,house,C001111,Crist,FL,13,D,12,0,0.08872519,-3.2
0,house,C001112,Carbajal,CA,24,Democrat,104,0.3269230769230769,0.28433441,-20.2
115,house,C001112,Carbajal,CA,24,D,92,0.3695652173913043,0.32095168,-20.2
116,house,C001112,Carbajal,CA,24,D,12,0,0.00360196,-20.2
0,house,C001114,Curtis,UT,3,Republican,57,0.9473684210526315,0.92539618,23.9
115,house,C001114,Curtis,UT,3,R,45,0.9555555555555556,0.92881366,23.9
116,house,C001114,Curtis,UT,3,R,12,0.9166666666666666,0.91258064,23.9
0,house,C001115,Cloud,TX,27,Republican,23,0.9130434782608695,0.93651368,23.6
115,house,C001115,Cloud,TX,27,R,11,0.9090909090909091,0.96460073,23.6
116,house,C001115,Cloud,TX,27,R,12,0.9166666666666666,0.91076722,23.6
0,house,C001117,Casten,IL,6,Democrat,12,0,0.04367575,-7
116,house,C001117,Casten,IL,6,D,12,0,0.04367575,-7
0,house,C001118,Cline,VA,6,Republican,12,0.9166666666666666,0.91743175,24.8
116,house,C001118,Cline,VA,6,R,12,0.9166666666666666,0.91743175,24.8
0,house,C001119,Craig,MN,2,Democrat,12,0,0.19427986,1.2
116,house,C001119,Craig,MN,2,D,12,0,0.19427986,1.2
0,house,C001120,Crenshaw,TX,2,Republican,12,0.9166666666666666,0.54824323,9.3
116,house,C001120,Crenshaw,TX,2,R,12,0.9166666666666666,0.54824323,9.3
0,house,C001121,Crow,CO,6,Democrat,12,0,0.03079924,-8.9
116,house,C001121,Crow,CO,6,D,12,0,0.03079924,-8.9
0,house,C001122,Cunningham,SC,1,Democrat,12,0,0.71185103,13.1
116,house,C001122,Cunningham,SC,1,D,12,0,0.71185103,13.1
0,house,C001123,Cisneros,CA,39,Democrat,12,0,0.03253575,-8.6
116,house,C001123,Cisneros,CA,39,D,12,0,0.03253575,-8.6
0,house,C001124,Cox,CA,21,Democrat,12,0,0.00915208,-15.5
116,house,C001124,Cox,CA,21,D,12,0,0.00915208,-15.5
0,house,D000096,Davis,IL,7,Democrat,96,0.11458333333333333,0.10136597,-78.2
115,house,D000096,Davis,IL,7,D,84,0.13095238095238096,0.11584681,-78.2
116,house,D000096,Davis,IL,7,D,12,0,1.1e-7,-78.2
0,house,D000191,DeFazio,OR,4,Democrat,103,0.21359223300970873,0.62404782,-0.1
115,house,D000191,DeFazio,OR,4,D,91,0.24175824175824176,0.68581069,-0.1
116,house,D000191,DeFazio,OR,4,D,12,0,0.15567936,-0.1
0,house,D000197,DeGette,CO,1,Democrat,102,0.11764705882352941,0.14246856,-45.8
115,house,D000197,DeGette,CO,1,D,90,0.13333333333333333,0.16146126,-45.8
116,house,D000197,DeGette,CO,1,D,12,0,2.334e-5,-45.8
0,house,D000216,DeLauro,CT,3,Democrat,102,0.18627450980392157,0.34403049,-15.5
115,house,D000216,DeLauro,CT,3,D,92,0.20652173913043478,0.38094163,-15.5
116,house,D000216,DeLauro,CT,3,D,10,0,0.00444799,-15.5
0,house,D000399,Doggett,TX,35,Democrat,107,0.14018691588785046,0.20340641,-33.6
115,house,D000399,Doggett,TX,35,D,96,0.15625,0.22669184,-33.6
116,house,D000399,Doggett,TX,35,D,11,0,1.8811e-4,-33.6
0,house,D000482,Doyle,PA,18,Democrat,105,0.20952380952380953,0.1961976,-27.5
115,house,D000482,Doyle,PA,14,D,94,0.23404255319148937,0.2190927,-35.5
116,house,D000482,Doyle,PA,18,D,11,0,5.4863e-4,-27.5
0,house,D000533,Duncan,TN,2,Republican,95,0.8,0.94941568,35.4
115,house,D000533,Duncan,TN,2,R,95,0.8,0.94941568,35.4
0,house,D000598,Davis,CA,53,Democrat,107,0.18691588785046728,0.19634923,-34.9
115,house,D000598,Davis,CA,53,D,95,0.21052631578947367,0.22113211,-34.9
116,house,D000598,Davis,CA,53,D,12,0,1.5143e-4,-34.9
0,house,D000600,Diaz-Balart,FL,25,Republican,105,0.9428571428571428,0.67056284,1.8
115,house,D000600,Diaz-Balart,FL,25,R,93,0.946236559139785,0.72943294,1.8
116,house,D000600,Diaz-Balart,FL,25,R,12,0.9166666666666666,0.2143195,1.8
0,house,D000604,Dent,PA,15,Republican,71,0.9295774647887324,0.81930283,7.6
115,house,D000604,Dent,PA,15,R,71,0.9295774647887324,0.81930283,7.6
0,house,D000610,Deutch,FL,22,Democrat,104,0.18269230769230768,0.32641336,-15.8
115,house,D000610,Deutch,FL,22,D,92,0.20652173913043478,0.36786158,-15.8
116,house,D000610,Deutch,FL,22,D,12,0,0.00864372,-15.8
0,house,D000612,Denham,CA,10,Republican,95,0.9789473684210527,0.62855983,-3
115,house,D000612,Denham,CA,10,R,95,0.9789473684210527,0.62855983,-3
0,house,D000614,Duffy,WI,7,Republican,104,0.9326923076923077,0.92259513,20.5
115,house,D000614,Duffy,WI,7,R,93,0.9354838709677419,0.92736971,20.5
116,house,D000614,Duffy,WI,7,R,11,0.9090909090909091,0.88222825,20.5
0,house,D000615,Duncan,SC,3,Republican,105,0.9047619047619048,0.95122312,38
115,house,D000615,Duncan,SC,3,R,93,0.8924731182795699,0.95159438,38
116,house,D000615,Duncan,SC,3,R,12,1,0.94834589,38
0,house,D000616,DesJarlais,TN,4,Republican,107,0.9252336448598131,0.95054242,41.2
115,house,D000616,DesJarlais,TN,4,R,96,0.9166666666666666,0.95078451,41.2
116,house,D000616,DesJarlais,TN,4,R,11,1,0.94842965,41.2
0,house,D000617,DelBene,WA,1,Democrat,107,0.205607476635514,0.33019133,-16.3
115,house,D000617,DelBene,WA,1,D,95,0.23157894736842105,0.37090773,-16.3
116,house,D000617,DelBene,WA,1,D,12,0,0.00785322,-16.3
0,house,D000619,Davis,IL,13,Republican,108,0.9351851851851852,0.74621486,5.5
